Scopus-10-Analyze-Source

"Your query : ((TITLE-ABS-KEY(salt Or sodium OR Na)) AND (TITLE-ABS-KEY(""BP""OR ""Blood pressure""OR""hypertension""OR""high blood pressure""OR""systolic"")) AND (TITLE-ABS-KEY(""ultra-processed food"" OR ""ultra-processed foods"" OR ""ultraprocessed food"" OR ""ultraprocessed foods"" OR ""ultra-processed product"" OR ""ultra-processed products"" OR ""ultra-processing"" OR ""food processing"" OR ""processed food"" OR ""processed foods"" OR ""NOVA"" OR ""NOVA system"" OR ""NOVA food classification"" OR ""NOVA classification system"")) AND ( EXCLUDE ( SUBJAREA,""BIOC"" ) OR EXCLUDE ( SUBJAREA,""PHAR"" ) OR EXCLUDE ( SUBJAREA,""AGRI"" ) OR EXCLUDE ( SUBJAREA,""EART"" ) OR EXCLUDE ( SUBJAREA,""VETE"" ) OR EXCLUDE ( SUBJAREA,""MATE"" ) OR EXCLUDE ( SUBJAREA,""PHYS"" ) OR EXCLUDE ( SUBJAREA,""CHEM"" ) OR EXCLUDE ( SUBJAREA,""ENER"" ) OR EXCLUDE ( SUBJAREA,""ENVI"" ) ) )"


Number of results : 10

"SOURCE TITLE",
"American Journal Of Clinical Nutrition","13"
"Plos One","12"
"Hypertension","11"
"Journal Of Clinical Hypertension","11"
"Nutrition Bulletin","7"
"American Journal Of Hypertension","5"
"European Journal Of Clinical Nutrition","5"
"Lancet","5"
"Acta Medica Croatica","4"
"Arquivos Brasileiros De Cardiologia","4"
"BMJ Open","4"
"CMAJ Canadian Medical Association Journal","4"
"Current Hypertension Reports","4"
"Ernahrungs Umschau","4"
"Journal Of Nutrition","4"
"Revista Panamericana De Salud Publica Pan American Journal Of Public Health","4"
"Annals Of Internal Medicine","3"
"BMJ Online","3"
"British Journal Of Nutrition","3"
"Circulation","3"
"JAMA Journal Of The American Medical Association","3"
"Journal Of Human Hypertension","3"
"New Zealand Medical Journal","3"
"Nutrition","3"
"Nutrition Metabolism And Cardiovascular Diseases","3"
"Nutrition Reviews","3"
"World Heart Journal","3"
"Advances In Chronic Kidney Disease","2"
"American Family Physician","2"
"American Journal Of Health Promotion","2"
"American Journal Of Preventive Medicine","2"
"Annals Of Clinical Research","2"
"Appetite","2"
"Archives Of Iranian Medicine","2"
"BMC Medicine","2"
"BMC Public Health","2"
"BMJ","2"
"BMJ Clinical Research Ed","2"
"Blood Purification","2"
"British Medical Journal","2"
"Chemosensory Perception","2"
"Clinical Science","2"
"Ethnicity And Disease","2"
"European Journal Of Nutrition","2"
"Heart","2"
"Indian Pediatrics","2"
"JAMA","2"
"JAMA Internal Medicine","2"
"Journal Of Maternal Fetal And Neonatal Medicine","2"
"Lakartidningen","2"
"Medical Journal Of Australia","2"
"New England Journal Of Medicine","2"
