Scopus-10-Analyze-Affiliation

"Your query : ((TITLE-ABS-KEY(salt Or sodium OR Na)) AND (TITLE-ABS-KEY(""BP""OR ""Blood pressure""OR""hypertension""OR""high blood pressure""OR""systolic"")) AND (TITLE-ABS-KEY(""ultra-processed food"" OR ""ultra-processed foods"" OR ""ultraprocessed food"" OR ""ultraprocessed foods"" OR ""ultra-processed product"" OR ""ultra-processed products"" OR ""ultra-processing"" OR ""food processing"" OR ""processed food"" OR ""processed foods"" OR ""NOVA"" OR ""NOVA system"" OR ""NOVA food classification"" OR ""NOVA classification system"")) AND ( EXCLUDE ( SUBJAREA,""BIOC"" ) OR EXCLUDE ( SUBJAREA,""PHAR"" ) OR EXCLUDE ( SUBJAREA,""AGRI"" ) OR EXCLUDE ( SUBJAREA,""EART"" ) OR EXCLUDE ( SUBJAREA,""VETE"" ) OR EXCLUDE ( SUBJAREA,""MATE"" ) OR EXCLUDE ( SUBJAREA,""PHYS"" ) OR EXCLUDE ( SUBJAREA,""CHEM"" ) OR EXCLUDE ( SUBJAREA,""ENER"" ) OR EXCLUDE ( SUBJAREA,""ENVI"" ) ) )"


Number of results : 10

"AFFILIATION",
"St George’s, University of London","14"
"George Institute for Global Health","13"
"University of Calgary","12"
"The University of Sydney","10"
"Cumming School of Medicine","8"
"Centers for Disease Control and Prevention","8"
"Libin Cardiovascular Institute","8"
"School of Public Health","7"
"Northwestern University Feinberg School of Medicine","7"
"Imperial College London","7"
"Deakin University","7"
"Barts and The London School of Medicine and Dentistry","7"
"University of California, San Francisco","7"
"UNSW Sydney","7"
"Universidade Federal do Rio de Janeiro","6"
"Northwestern University","6"
"University of Otago","6"
"University of Liverpool","6"
"Queen Mary University of London","6"
"University of Minnesota Twin Cities","6"
"Johns Hopkins University","5"
"The University of Auckland","5"
"Universidade de São Paulo","5"
"Welch Center for Prevention Epidemiology and Clinical Research","5"
"The University of Alabama at Birmingham","5"
"Organisation Mondiale de la Santé","5"
"British Nutrition Foundation","5"
"North-West University","5"
"London School of Hygiene & Tropical Medicine","5"
"UCSF School of Medicine","5"
"National Institutes of Health NIH","4"
"University of Wollongong","4"
"Stanford University","4"
"University of Toronto","4"
"Tulane University School of Public Health and Tropical Medicine","4"
"National Center for Chronic Disease Prevention and Health Promotion","4"
"Michigan State University","4"
"Harvard T.H. Chan School of Public Health","4"
"O'Brien Institute for Public Health","4"
"Halberg Hospital and Research Institute","3"
"USDA ARS Beltsville Agricultural Research Center","3"
"Instituto de Salud Carlos III","3"
"Amsterdam UMC - Vrije Universiteit Amsterdam","3"
"Ontario Tech University","3"
"Harvard Medical School","3"
"Peking University Health Science Center","3"
"National Heart, Lung, and Blood Institute NHLBI","3"
"Johns Hopkins Bloomberg School of Public Health","3"
"University of Zagreb School of Medicine","3"
"Universidad de Chile","3"
"Peking University","3"
"Göteborgs Universitet","3"
"Addenbrooke's Hospital","3"
"Clinica Las Condes","3"
"Ministerio da Saude","3"
"Royal Prince Alfred Hospital","3"
"Shahid Beheshti University of Medical Sciences","3"
"AP-HP Assistance Publique - Hopitaux de Paris","3"
"Instituto Nacional de Salud Pública. México","3"
"Tufts University","3"
"Centre Hospitalier Universitaire Vaudois","3"
"The University of North Carolina at Chapel Hill","3"
"UT Southwestern Medical Center","3"
"Sahlgrenska Akademin","3"
"Tehran University of Medical Sciences","3"
"Federal University of Espirito Santo","3"
"Universidade Federal de Minas Gerais","3"
"The University of Queensland","3"
"Chinese Center for Disease Control and Prevention","3"
"Institute of Physiology of the Academy of Sciences of the Czech Republic","3"
"MSU College of Osteopathic Medicine","3"
"Centro de Investigación Biomédica en Red-Fisiopatología de la Obesidad y Nutrición","3"
"Centre de Recherche en Épidémiologie et Santé des Populations","3"
"School of Nutritional Sciences and Dietetics","3"
"School of Medicine","3"
"Warwick Medical School","2"
"University of Cape Town","2"
"MRC Mitochondrial Biology Unit","2"
"Changzhi Medical College","2"
"Inserm","2"
"Pennsylvania State University","2"
"Stellenbosch University","2"
"Universidade Federal Fluminense","2"
"The University of Sheffield","2"
"Virginia Commonwealth University","2"
"Facultad de Medicina de la Universidad de Chile","2"
"Helsingin Yliopisto","2"
"San Francisco General Hospital and Trauma Center","2"
"Hopital Ambroise Pare, Boulogne-Billancourt","2"
"RAND Corporation","2"
"St Bartholomew's Hospital","2"
"Wageningen University & Research","2"
"Carolina Population Center","2"
"Universidade do Estado do Rio de Janeiro","2"
"Universitair Medisch Centrum Groningen","2"
"University College of Medical Sciences","2"
"Klinička bolnica Dubrava","2"
"Universidade do Porto","2"
"Iranian Ministry of Health and Medical Education","2"
"Glasgow Caledonian University","2"
"Rijksuniversiteit Groningen","2"
"The University of Arizona","2"
"Food and Drug Administration","2"
"Washington University in St. Louis","2"
"The University of Newcastle, Australia","2"
"King's College London","2"
"University of Reading","2"
"American Heart Association","2"
"Karolinska Institutet","2"
"Pan American Health Organization","2"
"Universidade Federal de Pelotas","2"
"University of Tasmania","2"
"Università degli Studi di Napoli Federico II, Facoltà di Medicina e Chirurgia","2"
"National Nutrition and Food Technology Research Institute, Shahid Beheshti University of Medical Sciences","2"
"University of Washington","2"
"University of Pittsburgh","2"
"University of the Witwatersrand, Johannesburg","2"
"Monell Chemical Senses Center","2"
"Agricultural University of Athens","2"
"Monash University","2"
"USDA ARS Beltsville Human Nutrition Research Center","2"
"University of Bristol","2"
"Institut Universitaire de Médecine Sociale et Préventive Lausanne","2"
"Universitat Rovira i Virgili","2"
"American Medical Association","2"
"SUNY Downstate Health Sciences University","2"
"Montefiore Medical Center","2"
"University College Cork","2"
"The University of Utah","2"
"National Institute for Public Health and the Environment","2"
"Endocrinology and Metabolism Research Institute TUMS","2"
"University of Illinois at Chicago","2"
"Menzies Institute for Medical Research","2"
"South African Medical Research Council","2"
"Center for Science in the Public Interest","2"
"Universidade Estadual de Campinas","2"
"Université de Versailles Saint-Quentin-en-Yvelines","2"
"Università degli Studi di Milano","2"
"Vanderbilt University Medical Center","2"
"Academy of Sciences of the Czech Republic","2"
"Erasmus MC","2"
"Université Laval","2"
"Stanford University School of Medicine","2"
"Universidad de Navarra","2"
"Fachhochschule Fulda","2"
"Instituto de Cardiologia/Fundacao Universitaria de Cardiologia","2"
"Hôpital Erasme","2"
"University of Novi Sad","2"
"University of Douala","2"
"Komfo Anokye Teaching Hospital","2"
"Sitaram Bhartia Institute of Science & Research","2"
"Qatar University","2"
"The Institute for Physical Activity and Nutrition","2"
"Itä-Suomen yliopisto","2"
"Université Paris-Saclay","2"
"Non-Communicable Diseases Research Center","2"
"IHRC, Inc.","2"
"Public Health Foundation of India","2"
"Faculty of Science, Medicine and Health","2"
"Instituto de Investigación Sanitaria de Navarra","2"
