null

"Your query : ((TITLE-ABS-KEY(salt Or sodium OR Na)) AND (TITLE-ABS-KEY(""BP""OR ""Blood pressure""OR""hypertension""OR""high blood pressure""OR""systolic"")) AND (TITLE-ABS-KEY(""ultra-processed food"" OR ""ultra-processed foods"" OR ""ultraprocessed food"" OR ""ultraprocessed foods"" OR ""ultra-processed product"" OR ""ultra-processed products"" OR ""ultra-processing"" OR ""food processing"" OR ""processed food"" OR ""processed foods"" OR ""NOVA"" OR ""NOVA system"" OR ""NOVA food classification"" OR ""NOVA classification system"")) AND ( EXCLUDE ( SUBJAREA,""BIOC"" ) OR EXCLUDE ( SUBJAREA,""PHAR"" ) OR EXCLUDE ( SUBJAREA,""AGRI"" ) OR EXCLUDE ( SUBJAREA,""EART"" ) OR EXCLUDE ( SUBJAREA,""VETE"" ) OR EXCLUDE ( SUBJAREA,""MATE"" ) OR EXCLUDE ( SUBJAREA,""PHYS"" ) OR EXCLUDE ( SUBJAREA,""CHEM"" ) OR EXCLUDE ( SUBJAREA,""ENER"" ) OR EXCLUDE ( SUBJAREA,""ENVI"" ) ) )"


Number of results : 10

,
"National Heart, Lung, and Blood Institute","14"
"National Institutes of Health","11"
"Medical Research Council","10"
"National Health and Medical Research Council","8"
"Centers for Disease Control and Prevention","6"
"Conselho Nacional de Desenvolvimento Científico e Tecnológico","6"
"National Institute of Diabetes and Digestive and Kidney Diseases","6"
"World Health Organization","6"
"Fogarty International Center","5"
"National Heart Foundation of Australia","4"
"Wellcome Trust","4"
"National Institute of Child Health and Human Development","3"
"National Institute on Minority Health and Health Disparities","3"
"VicHealth","3"
"Bill and Melinda Gates Foundation","2"
"Canadian Institutes of Health Research","2"
"Eunice Kennedy Shriver National Institute of Child Health and Human Development","2"
"Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro","2"
"Horizon 2020","2"
"National Cancer Center","2"
"National Institute on Aging","2"
"U.S. Department of Health and Human Services","2"
"ADC Foundation","1"
"Academy of Finland","1"
"Agricultural Research Service","1"
"American Heart Association","1"
"American Society for Clinical Pathology","1"
"AstraZeneca","1"
"Australia Africa Universities Network","1"
"Australian Primary Health Care Research Institute, Australian National University","1"
"Australian Research Council","1"
"Bloomberg Philanthropies","1"
"British Heart Foundation","1"
"Bundesanstalt für Landwirtschaft und Ernährung","1"
"Bundesministerium für Ernährung und Landwirtschaft","1"
"Bundesministerium für Gesundheit","1"
"Campus Research Board","1"
"Canadian Stroke Network","1"
"Cancerfonden","1"
"Case Western Reserve University","1"
"Chief Scientist Office","1"
"Cleveland Clinic","1"
"College of Education, Arkansas Tech University","1"
"Conselho Nacional de Desenvolvimento Científico e Tecnológico","1"
"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","1"
"Department of Health, Australian Government","1"
"Diabetes UK","1"
"Engineering and Physical Sciences Research Council","1"
"European Regional Development Fund","1"
"European Research Council","1"
"Fondation Leducq","1"
"Fonds Wetenschappelijk Onderzoek","1"
"Forskningsrådet för Arbetsliv och Socialvetenskap","1"
"Foundation for the National Institutes of Health","1"
"Fundação de Amparo à Pesquisa do Estado de São Paulo","1"
"Harry Crossley Foundation","1"
"Health Canada","1"
"Health Research Council of New Zealand","1"
"Heart Foundation","1"
"Heart and Stroke Foundation of Canada","1"
"Horizon 2020 Framework Programme","1"
"ImPACT Applications","1"
"Instituto de Salud Carlos III","1"
"International Development Research Centre","1"
"Japan Science and Technology Agency","1"
"Japan Society for the Promotion of Science","1"
"Juho Vainion Säätiö","1"
"Kidney Foundation of Canada","1"
"Kidney Research UK","1"
"Ministry of Food and Drug Safety","1"
"Ministry of Health & Medical Education","1"
"Ministry of Health and Medical Education","1"
"Ministry of Health, Labour and Welfare","1"
"Ministério da Ciência, Tecnologia e Inovação","1"
"Ministério da Ciência, Tecnologia, Inovações e Comunicações","1"
"Ministério da Saúde","1"
"NSW Ministry of Health","1"
"National Cancer Institute","1"
"National Center for Advancing Translational Sciences","1"
"National Center for Research Resources","1"
"National Heart Foundation of New Zealand","1"
"National Institute for Health Research","1"
"National Institute of Allergy and Infectious Diseases","1"
"National Institute of Dental and Craniofacial Research","1"
"National Institute of Neurological Disorders and Stroke","1"
"National Science Foundation","1"
"Nederlandse Organisatie voor Wetenschappelijk Onderzoek","1"
"New York City Department of Health and Mental Hygiene","1"
"Nierstichting","1"
"Novo Nordisk","1"
"Oak Ridge Institute for Science and Education","1"
"Office of Dietary Supplements","1"
"Pan American Health Organization","1"
"Robert Wood Johnson Medical School, Rutgers, The State University of New Jersey","1"
"Seventh Framework Programme","1"
"Tehran University of Medical Sciences and Health Services","1"
"Texas Tech University","1"
"U.S. Department of Agriculture","1"
"Universidad de Navarra","1"
"Universidade Federal de Minas Gerais","1"
"Universidade Federal do Rio de Janeiro","1"
"Universiti Malaysia Terengganu","1"
"University Grants Commission","1"
"University of Alberta","1"
"University of Liverpool","1"
"University of New South Wales","1"
"University of Queensland","1"
"University of South Australia","1"
"University of Texas Southwestern Medical Center","1"
"Université Pierre et Marie Curie","1"
"Vetenskapsrådet","1"
"Vifor Pharma","1"
"Västerbotten Läns Landsting","1"
